fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,density,pH,sulphates,alcohol,free.so2,total.so2,good
6.6,0.38,0.25,0.9,0.039,0.9908,3.23,0.38,11,19.1,69.9,0
6.4,0.26,0.23,5.9,0.038,0.9949,3.29,0.38,9.4,48.8,134.3,1
7.2,0.31,0.24,11.1,0.048,0.9962,3.17,0.38,9.7,31.7,123.2,0
7.6,0.22,0.29,9.1,0.046,0.9946,3.1,0.56,10.8,23.7,118.8,0
6.6,0.23,0.27,1.4,0.056,0.9934,3.21,0.55,9.6,32,142.6,1
8.2,0.42,0.4,12.5,0.167,0.9988,3.08,0.62,9.3,32.9,169,0
9.5,0.26,0.53,1.3,0.038,0.994,2.97,0.44,10.4,14.8,170.2,0
6.3,0.28,0.48,1.1,0.062,0.991,3.38,0.42,12.2,36.9,104.6,1
6.3,0.13,0.29,1.4,0.035,0.9912,3.16,0.56,10.7,37.9,150.2,1
5.4,0.37,0.4,3.2,0.055,0.9949,3.42,0.51,9,34.2,161.7,0
5.2,0.35,0.34,1.4,0.03,0.9903,3.37,0.39,11.7,14.2,69.1,1
6.4,0.32,0.33,1.5,0.05,0.994,3.3,0.49,9.5,13.1,135,1
4.7,0.65,0.11,1.1,0.013,0.9923,3.3,0.36,13.5,3.3,11.6,0
5.9,0.19,0.25,1.4,0.039,0.9902,3.31,0.4,12.3,25.3,97.3,1
4.9,0.24,0.28,11.7,0.032,0.9953,3.07,0.51,9.4,37.8,122.9,1
9.1,0.28,0.49,2,0.059,0.9956,3.15,0.44,10,9,97.8,0
6.8,0.4,0.29,2.7,0.045,0.9902,3.13,0.42,11.1,25.5,94.3,1
6.6,0.15,0.44,12.7,0.051,0.9972,3.27,0.7,10.4,66.7,173.7,1
7,0.14,0.29,1.2,0.026,0.9933,3.45,0.45,9.7,10.3,57.6,0
7.1,0.18,0.32,6.9,0.053,0.9959,3.31,0.59,10.4,34.6,193.2,1
6.5,0.1,0.35,4.9,0.049,0.9947,3.44,0.77,9.8,33.2,116.7,1
7.9,0.33,0.28,11.1,0.043,0.9983,3.26,0.29,9.1,31.9,127.5,1
6.6,0.36,0.27,1,0.054,0.9942,3.41,0.5,8.8,8.6,159.8,1
6.3,0.2,0.26,13.2,0.05,0.9975,3.32,0.47,9,58.4,170.7,0
6.9,0.19,0.49,6.5,0.037,0.9935,3.2,0.27,11.5,51.8,198.7,1
9.1,0.23,0.41,2.4,0.055,0.995,3.05,0.45,9.3,16.9,183.5,0
6.3,0.24,0.36,2.8,0.035,0.9902,3.19,0.4,12.9,34.6,103.4,1
8.6,0.47,0.29,4,0.026,0.9915,3,0.36,12.4,19.1,95.6,0
6.3,0.35,0.21,5.7,0.034,0.9944,3.33,0.43,10.1,17,108.4,0
5.5,0.33,0.13,1.3,0.038,0.9921,3.25,0.38,10.7,45.5,163.8,0
7.7,0.33,0.29,11.2,0.04,0.9982,3.25,0.27,9.2,32.3,103.4,1
6,0.46,0.41,1.1,0.051,0.9929,3.03,0.41,9,51.3,177.2,0
6.9,0.16,0.24,9.6,0.059,0.995,3.12,0.49,10.6,69.2,188,1
7.8,0.43,0.36,10.1,0.168,0.9979,3.03,0.63,9.5,19.6,242.9,0
5.8,0.14,0.49,1.1,0.048,0.9929,3.17,0.48,9.1,22.6,109.4,0
6.7,0.31,0.25,8,0.035,0.9934,3.06,0.38,10.7,21.2,117.5,1
6.3,0.23,0.22,4,0.04,0.9928,3.24,0.49,10.6,39,110.4,1
6.5,0.18,0.35,1.6,0.041,0.9914,3.31,0.59,11.6,37.1,132.8,1
6.8,0.35,0.2,1,0.05,0.9929,3.14,0.37,9.5,6.3,124.5,1
5.5,0.19,0.18,7.1,0.049,0.9944,3.26,0.4,9.5,30.2,105.6,1
7.2,0.25,0.42,17.9,0.045,1.0001,3.32,0.38,8.9,40.4,166.9,0
6.3,0.39,0.19,3.2,0.034,0.9904,3.21,0.54,12.7,28.1,129.9,1
6.6,0.29,0.25,2.6,0.143,0.9927,3.01,0.44,10,7,117.7,0
6.7,0.23,0.48,18.2,0.042,0.9997,3.29,0.4,8.7,44.1,149.1,1
7.2,0.22,0.34,2.1,0.037,0.9931,3.19,0.57,10.1,32,123,1
6.5,0.23,0.3,11.3,0.026,0.9937,3.15,0.54,12.8,11.9,88.3,1
6.8,0.18,0.36,7,0.044,0.9932,3.11,0.46,10.8,51.6,116.7,1
5.9,0.22,0.38,1.3,0.048,0.9923,3.2,0.47,9.9,25.5,89.1,1
7.7,0.38,0.5,11.7,0.093,0.9977,2.9,0.5,8.8,53.8,179.1,0
6,0.43,0.26,1.5,0.029,0.9913,3.31,0.36,10.5,25.9,107.4,1
7.7,0.18,0.36,1.1,0.04,0.9921,3.18,0.63,10.9,14.2,70.7,0
6.5,0.29,0.32,3.9,0.027,0.9902,3.24,0.61,12.6,37.8,96.8,1
7.3,0.33,0.21,1.4,0.041,0.9928,3.14,0.47,9.8,47.5,195,0
7.5,0.27,0.66,7.9,0.037,0.997,2.9,0.42,9.1,51,162.6,1
5.2,0.27,0.28,1.1,0.027,0.9918,3.25,0.54,10,18.3,69.3,1
6.5,0.28,0.3,1.6,0.053,0.9928,3.48,0.55,10.3,34.8,128,1
6.2,0.2,0.58,1.6,0.205,0.9931,3.15,0.44,10,13.1,90.2,1
6.6,0.28,0.3,1.8,0.024,0.9929,3.31,0.61,10.4,14.2,156.9,1
7.4,0.17,0.25,6.3,0.05,0.9963,3.36,0.54,10,36,244.7,1
6.2,0.27,0.24,6.1,0.05,0.9941,3.15,0.52,10.3,54.8,141.9,0
6.8,0.25,0.3,2.4,0.039,0.9907,3.02,0.36,11.8,28.2,76.2,1
7,0.15,0.32,8.4,0.045,0.996,3.23,0.33,9.2,36.8,132.5,0
7.4,0.26,0.48,4.9,0.027,0.9934,3.24,0.55,10.8,30.1,98.9,1
6.5,0.18,0.26,17.4,0.05,0.9983,3,0.44,9.5,18,179.8,1
7.3,0.21,0.26,1.7,0.04,0.9922,3.29,0.48,11.2,30.3,183.7,1
9.9,0.16,0.45,1.7,0.049,0.9958,3.05,0.67,9.5,28,122.6,0
7.5,0.33,0.39,6.8,0.038,0.9917,3.03,0.31,12.2,28.6,135.3,1
7.5,0.27,0.32,4.7,0.025,0.9911,3.16,0.36,11.8,26.8,89.6,1
6.1,0.2,0.25,1.4,0.037,0.9904,3.35,0.51,11.9,40.8,88,1
5.7,0.34,0.36,1,0.045,0.9918,3.36,0.68,9.9,14.5,196,1
6.2,0.27,0.5,6.8,0.049,0.995,3.2,0.46,9.3,75.1,227,0
5.9,0.39,0.05,1.5,0.063,0.993,3.21,0.56,8.9,15.3,139.3,1
7.7,0.21,0.37,10.6,0.059,0.9964,3.11,0.39,10.3,44.1,180.6,1
7.1,0.34,0.22,1.6,0.271,0.9938,3.13,0.63,9.8,28.5,133.3,0
6.5,0.17,0.26,2.7,0.046,0.992,3.38,0.5,11.4,39.7,136.1,1
9.4,0.23,0.27,8.5,0.036,0.9941,2.91,0.38,11,119.2,212.5,0
6.7,0.33,0.21,7.5,0.04,0.9961,3.13,0.42,8.8,61.2,207.5,0
7.7,0.16,0.37,5.9,0.055,0.9957,3.26,0.55,10.2,23.2,124.2,1
5.8,0.16,0.29,3,0.03,0.9889,3.39,0.33,14,35.1,152.7,1
8.4,0.68,0.3,2.1,0.048,0.9951,3.21,0.72,10.8,16.3,146.6,0
7.5,0.32,0.37,6.2,0.035,0.9925,3.15,0.38,12,12.1,131.6,1
7,0.16,0.73,1,0.137,0.9935,3.09,0.29,9.2,63,162.1,0
5,0.31,0.01,6.2,0.048,0.9944,3.31,0.63,10,46.3,180.8,1
6.7,0.29,0.39,6.5,0.057,0.9956,3.16,0.43,9.7,27.1,142.3,0
6.3,0.45,0.74,7.4,0.099,0.9955,3.22,0.42,9.2,39.9,199.5,0
8.7,0.29,0.33,4.7,0.017,0.9948,3.12,0.51,11.2,23.8,119.6,1
8.8,0.33,0.32,1.2,0.041,0.9951,3.17,0.46,9.4,12.8,179.5,0
7.2,0.24,0.39,2.1,0.032,0.9911,3.26,0.52,12.3,31.8,95,1
7.4,0.31,0.25,12.9,0.04,0.9985,3.04,0.66,9.4,48.6,193.2,0
6.7,0.2,0.25,6.4,0.044,0.9934,3.12,0.32,10.3,27.5,98.3,1
6.9,0.25,0.33,14.2,0.067,0.9985,3.07,0.53,9.1,31.5,170.1,1
7.9,0.29,0.28,13.2,0.047,0.9977,3.25,0.37,9.7,29.4,105.7,1
5.2,0.23,0.2,5,0.042,0.9945,3.67,0.56,10,15.8,98.2,0
5.4,0.29,0.37,1.2,0.027,0.9886,3.28,0.34,12.4,27.3,136.5,1
7.2,0.19,0.29,1.2,0.058,0.9929,3.11,0.52,9.7,30.8,116.8,1
6.6,0.18,0.14,4.4,0.184,0.994,2.92,0.45,9.4,31,159.8,1
6.6,0.29,0.21,9.5,0.04,0.9936,3,0.34,10.9,29.7,121.7,1
5.8,0.49,0.31,1.6,0.037,0.9906,3.47,0.44,11.9,17.9,86.5,1
7.5,0.18,0.23,1.2,0.048,0.9941,3.52,0.63,10.5,22.1,111.5,1
6.5,0.23,0.18,1.1,0.064,0.9925,3.05,0.5,9.4,33,197.2,1
6,0.18,0.19,1.9,0.091,0.9923,3.07,0.41,9.8,47.4,115,0
6.9,0.26,0.18,1.4,0.057,0.9936,3.12,0.42,9.5,12.9,138,0
9.6,0.24,0.41,1.6,0.045,0.9937,2.94,0.49,11,22,143.1,0
6.3,0.25,0.35,7.6,0.055,0.9954,3.17,0.51,9.4,46.4,182.3,0
9.1,0.3,0.49,11.9,0.041,0.9978,3.09,0.33,10.2,28,165.3,0
6.3,0.25,0.3,2.3,0.025,0.9919,3.21,0.47,10.6,26.9,139.4,1
7.8,0.31,0.28,16.7,0.054,0.9999,3.15,0.38,8.9,24.3,139.8,1
8,0.42,0.29,4.2,0.03,0.9911,3,0.33,12.8,34.6,104.7,1
6.1,0.31,0.27,2.4,0.044,0.9896,3.31,0.42,12.8,22.2,135,1
6.2,0.24,0.42,8.1,0.049,0.996,3.15,0.46,9.3,50.3,226.1,1
8.4,0.17,0.42,5,0.037,0.994,3.16,0.51,11.6,6.5,79.4,0
6.8,0.48,0.49,2.9,0.031,0.9893,3.13,0.4,12.9,28.6,125.1,1
7.9,0.44,0.47,13,0.034,0.9953,3.14,0.34,11.3,41.4,145,1
6,0.18,0.3,1.1,0.048,0.9921,3.55,0.58,11,74.4,173.1,1
6.3,0.45,0.28,11.3,0.032,0.9922,3.02,0.38,12.4,33,74.1,1
8.1,0.13,0.4,0.9,0.033,0.9903,2.82,0.55,12,39.2,92.1,1
6.8,0.11,0.41,1.1,0.043,0.9905,3.18,0.75,11.4,50.9,113.8,1
5.9,0.26,0.25,10.3,0.021,0.9939,3.38,0.38,10.5,7.5,59,0
7.6,0.3,0.58,17.4,0.042,0.9992,3.17,0.68,9.4,55.9,235.2,1
6.5,0.25,0.31,0.9,0.038,0.9907,3.3,0.42,11.4,17,135.2,0
6.8,0.14,0.3,10,0.057,0.9955,3.18,0.33,10,29.9,83.8,1
6.3,0.23,0.5,10.5,0.042,0.9954,2.86,0.45,9.2,58,121.2,1
6.7,0.17,0.41,13,0.043,0.9971,3.26,0.8,10.1,74.9,189.5,1
6.9,0.26,0.27,13.4,0.075,0.998,3.03,0.38,8.6,44.9,147.5,1
5.8,0.38,0.38,0.8,0.037,0.9905,3.28,0.34,11.4,3.6,70.3,0
6.3,0.3,0.19,3.7,0.038,0.9916,3.01,0.39,10.5,29.9,125.8,0
6.5,0.3,0.28,7.3,0.049,0.9932,3.26,0.46,11.1,44.2,162.6,1
7.7,0.47,0.32,9.3,0.046,0.997,3.09,0.61,9.2,6.6,206.3,0
7.9,0.26,0.42,1.3,0.037,0.9944,3.19,0.66,10,46.4,128.3,0
8.2,0.21,0.4,7.5,0.048,0.9967,3.05,0.85,9.6,11,73.1,1
6.5,0.18,0.33,1.4,0.031,0.9911,3.34,0.63,11.5,27.1,142.7,1
8.3,0.23,0.47,1.4,0.039,0.9959,3.16,0.57,10.1,11.4,84,0
6,0.34,0.66,15.8,0.047,0.9977,3.15,0.49,8.7,28.8,201.9,1
5.9,0.38,0.14,6.1,0.038,0.9942,3.16,0.64,9.9,29.6,167.2,0
6.1,0.31,0.45,1.5,0.046,0.9947,3.51,0.52,10.3,15.8,193.7,0
5.5,0.16,0.27,1.3,0.045,0.9916,3.25,0.38,10.1,49.6,180.8,1
7.2,0.22,0.19,13.7,0.051,0.9988,3.11,0.52,9.1,44.7,198.1,0
7.2,0.27,0.36,9.6,0.042,0.9976,3.5,0.74,9.8,30.6,138,1
8.3,0.21,0.4,1.5,0.032,0.9912,3.01,0.61,12.9,34.9,110.5,1
6.6,0.38,0.29,2.9,0.034,0.9894,3.03,0.38,12.7,16.4,100.9,1
7.7,0.27,0.31,2,0.045,0.9943,3.22,0.64,9.7,22.6,248.6,0
5.4,0.34,0.29,2.4,0.072,0.9926,3.12,0.52,9.5,27.2,138.8,1
8.3,0.25,0.42,1.5,0.035,0.9914,3.1,0.51,12.3,30.5,129.1,1
5.7,0.2,0.29,1.4,0.032,0.9906,3.25,0.36,11,12.3,82.4,1
6.1,0.16,0.21,5.9,0.051,0.9939,3.08,0.54,9.9,29.6,152,1
6.6,0.21,0.43,11,0.043,0.9975,3.51,0.77,10.4,50.3,155.7,1
6.1,0.27,0.37,7.1,0.049,0.9951,3.18,0.46,9.6,45.8,189.1,1
7.4,0.21,0.28,1.4,0.034,0.9916,3.31,0.5,10.9,28.1,122.2,1
7.3,0.43,0.22,5.8,0.035,0.9904,3.14,0.56,13,22.8,113.2,1
7,0.19,0.39,1.5,0.035,0.9913,3.09,0.69,11.5,11.7,59,1
8,0.17,0.37,6,0.058,0.9949,3.26,0.53,11,34.1,122.4,1
7.3,0.28,0.33,10.7,0.045,0.9974,3.13,0.49,9.1,64.8,217.9,1
8.1,0.3,0.32,8.9,0.036,0.9953,2.98,0.4,10.8,29,96.6,1
6,0.17,0.31,6.5,0.042,0.9951,3.63,0.46,10.6,41.3,143.6,0
7.6,0.33,0.24,9.7,0.031,0.9936,3.08,0.43,12,14.8,150,1
5.2,0.55,0.16,2.8,0.036,0.9885,3.2,0.53,13.3,32.2,130.4,1
6,0.31,0.24,6.6,0.042,0.9951,3.22,0.46,9.4,39.6,140.2,0
6.3,0.23,0.73,1.4,0.17,0.9929,3.26,0.39,10.2,24.6,109.9,1
6.1,0.21,0.26,1.6,0.036,0.9937,3.48,0.71,10.8,38.2,130.2,1
7.6,0.23,0.27,2.7,0.048,0.9953,3.27,0.72,9.5,57.6,147.2,1
7.2,0.22,0.41,18.1,0.05,1.0001,3.21,0.43,8.5,29.4,141.1,0
5.9,0.31,0.38,3.3,0.114,0.9937,3.09,0.45,9.3,25.4,124.5,1
6.5,0.22,0.27,1,0.033,0.9892,3.25,0.32,12.2,23.5,78.1,1
6.2,0.36,0.46,10.1,0.058,0.997,3.32,0.55,9.9,22.2,173.3,1
7.6,0.38,0.23,1.9,0.016,0.9892,2.94,0.37,12.5,36.1,64.5,1
7.9,0.19,0.32,1.3,0.033,0.9919,3.11,0.36,10.5,24.7,75.6,1
5.8,0.4,0.25,4.8,0.035,0.9896,3.25,0.59,13.2,53.8,100.2,1
6.8,0.21,0.63,6.3,0.043,0.9935,2.96,0.58,10.2,6.8,101.3,1
6.6,0.42,0.45,9.8,0.054,0.9986,3.24,0.51,9,74.3,220.9,0
6.5,0.39,0.34,3.5,0.038,0.9934,3.13,0.77,10.1,32.8,191.6,0
6.9,0.33,0.27,5.8,0.034,0.992,3.16,0.62,12.5,41,235,1
7.7,0.17,0.4,2,0.046,0.9938,3.19,0.54,10.1,27.7,146.5,1
7.1,0.28,0.26,1.7,0.042,0.9927,3.43,0.5,10.6,30.9,137.2,1
6.4,0.19,0.27,1.4,0.043,0.9942,3.34,0.73,9.5,32.4,150.3,1
8.4,0.31,0.3,1.1,0.021,0.9908,2.93,0.31,11.5,56.9,146.7,0
6.7,0.29,0.33,9.1,0.049,0.9947,3.27,0.55,10.9,33.6,104.8,1
6.6,0.28,0.3,2.5,0.039,0.9911,3.32,0.43,11.8,24.8,101,1
8.2,0.25,0.27,1.9,0.03,0.9913,2.99,0.68,11.8,23.8,136.1,1
7.4,0.26,0.29,1.7,0.039,0.9908,3.01,0.41,11.8,41.9,119.7,0
7.4,0.24,0.31,8.4,0.045,0.9965,3.1,0.33,8.6,50.3,206.8,0
6.7,0.23,0.3,14.7,0.046,0.9969,3.15,0.37,10.6,50.7,125.8,1
6.1,0.16,0.3,1.2,0.04,0.9907,3.25,0.56,11.3,32,94.4,1
8.2,0.22,0.29,18.8,0.028,0.9979,2.96,0.36,11.4,52.8,133.2,0
7.4,0.21,0.43,1.6,0.046,0.9926,3.14,0.46,10,22.4,88.9,1
6.6,0.24,0.37,1.5,0.029,0.9915,3.31,0.6,11.6,22,103.3,1
6.5,0.39,0.47,6.2,0.056,0.997,3.5,0.59,10,50.8,239.7,0
7.7,0.35,0.51,15.4,0.047,0.9987,3.09,0.5,9.1,61.6,169.1,0
8.4,0.48,0.3,3.9,0.026,0.9916,3.01,0.38,12.5,20.2,96.6,0
7.1,0.23,0.25,1,0.037,0.9901,3.11,0.37,11.6,19.7,69.2,1
7.8,0.16,0.3,1.4,0.029,0.9934,3.33,0.39,10,9.3,66.1,0
6.4,0.22,0.36,16.3,0.038,0.9994,3.27,0.42,8.6,36.3,131.8,0
8.2,0.3,0.5,0.9,0.043,0.993,3.23,0.35,10.8,27.1,123.7,0
7.6,0.17,0.42,5.4,0.037,0.9933,3.05,0.62,11.4,31.8,138.7,0
6.5,0.32,0.27,7.9,0.048,0.9953,3.15,0.5,9.7,66.8,188.1,0
6,0.3,0.32,1.9,0.033,0.9891,3.14,0.57,12.2,28.9,101.4,1
5.8,0.17,0.29,1.5,0.036,0.9909,3.2,0.51,11.2,9.9,95.4,1
6.9,0.18,0.38,8.3,0.052,0.996,3.3,0.54,9.7,39.9,179,1
6.8,0.19,0.36,1.8,0.037,0.9931,3.23,0.55,10.7,33.4,105.3,1
6.9,0.14,0.3,2.4,0.034,0.9913,3.11,0.58,11.1,13.6,101.5,1
6.8,0.25,0.34,8.2,0.041,0.995,3.33,0.53,11.1,38.3,120.5,1
6,0.23,0.4,1.8,0.03,0.9892,3.03,0.3,11.7,26.5,121,1
7.8,0.19,0.2,1.3,0.037,0.991,3.02,0.47,11.7,31.3,76.3,1
6,0.25,0.17,1.4,0.06,0.9937,3.13,0.53,8.7,53.6,180.2,0
6.7,0.21,0.29,2,0.025,0.9922,3.39,0.49,11.3,40.3,128.8,1
7.6,0.34,0.31,14.9,0.036,0.9972,3.24,0.38,10.6,64.1,164,1
4.5,0.19,0.22,0.9,0.034,0.9932,3.37,0.42,8,75.6,176.9,0
7.1,0.49,0.16,5.9,0.049,0.9942,3.1,0.49,9.9,13.7,149.1,0
5.9,0.36,0.33,0.9,0.053,0.9925,3.29,0.72,9.6,26.9,218.7,1
5.9,0.23,0.3,8.7,0.036,0.9936,3.18,0.39,10.6,58.4,118.3,0
8.1,0.36,1.01,18.2,0.048,0.9998,2.96,0.43,9.6,54.2,174.6,0
6,0.3,0.28,4.1,0.046,0.9911,3.27,0.56,11.6,47.3,126.6,1
7.3,0.2,0.23,1.4,0.047,0.9943,3.37,0.54,9.9,21.2,92.9,0
6.6,0.26,0.33,1.4,0.041,0.9924,3.3,0.46,10.9,25.1,160.2,0
8.3,0.39,0.5,13.7,0.041,0.9986,3.11,0.55,9.5,48.7,164.4,0
6.2,0.21,0.28,2.5,0.042,0.9901,3.13,0.38,11.4,38.4,112.5,1
7.1,0.14,0.47,1.3,0.045,0.9911,2.95,0.45,11.2,40.3,110.9,0
7,0.16,0.28,2.1,0.045,0.992,3.15,0.49,11.6,12.6,115.6,1
7,0.21,0.27,7.3,0.06,0.9936,3.08,0.59,11.5,40.2,133.4,1
6.7,0.35,0.31,16.3,0.05,0.9984,3.06,0.56,9.1,18.2,151.9,0
7.4,0.23,0.41,15.5,0.052,1.0001,3.31,0.58,8.9,54,158.7,1
6.7,0.65,-0.02,13,0.032,0.9957,3.15,0.51,10.6,28.8,75.3,1
6.6,0.24,0.25,7.1,0.038,0.9953,3.35,0.59,10.6,28.1,153.4,1
7.1,0.21,0.37,2.3,0.028,0.9938,3.47,0.49,10.6,25.9,160.1,1
6.9,0.12,0.32,9.5,0.054,0.996,3.41,0.4,9.4,64,153.9,0
6.8,0.31,0.26,6.5,0.122,0.9954,3.08,0.48,9.4,33.2,107.9,0
7.4,0.29,0.34,4.2,0.028,0.9912,3,0.4,12.5,35.1,108.7,1
6,0.28,0.24,7.1,0.056,0.9954,3.19,0.42,9.2,37.2,198.9,1
7.6,0.42,0.11,10.6,0.046,0.9958,3.22,0.34,10.7,20.4,95.8,0
6.9,0.21,0.82,1.1,0.137,0.9932,3.01,0.4,9.2,58.1,119.9,1
8.3,0.15,0.36,8.8,0.026,0.9958,3.13,0.36,11.1,12.9,63.4,0
5.9,0.22,0.25,1,0.035,0.9899,3.32,0.52,11.3,26.3,84,1
6.4,0.31,0.35,2.1,0.046,0.9928,3.31,0.43,10.3,18.2,75.1,0
7,0.52,0.33,3.6,0.033,0.9904,3.27,0.55,12.8,30.4,115.2,1
7.6,0.18,0.28,14.2,0.054,0.9991,3.16,0.47,8.9,65.8,184.9,1
6.6,0.29,0.74,5.1,0.037,0.9946,3.21,0.47,9.9,33.7,163.2,0
6.5,0.44,0.24,4.4,0.032,0.9901,3.28,0.53,12.8,15,95.4,1
6.7,0.28,0.7,1.3,0.175,0.9926,2.95,0.43,9.2,38.6,119.4,1
6.7,0.27,0.5,23.3,0.058,1.0022,2.97,0.46,8.5,73.1,193.5,0
8,0.18,0.26,2,0.038,0.9941,3.06,0.74,9.9,7.2,152.6,0
8.7,0.26,0.41,2.1,0.049,0.994,2.96,0.43,10,24.5,106,0
6.7,0.4,0.15,1.4,0.038,0.9915,2.93,0.46,10.6,26.9,128.9,1
7.2,0.13,0.26,14.2,0.045,0.9983,2.91,0.44,9.2,30.5,131.9,1
8,0.23,0.13,17.2,0.036,0.9996,2.97,0.46,9.7,52.9,202.2,0
6.4,0.19,0.47,4.1,0.186,0.9946,3.07,0.4,9.3,66.5,180,0
6.4,0.59,0.29,5,0.056,0.9949,3.24,0.37,9,30.3,141,0
6.1,0.26,0.31,1.1,0.034,0.9894,3.36,0.39,12.5,24.8,102.6,1
6.8,0.18,0.31,12.8,0.063,0.9982,3,0.53,8.9,20.5,179.5,1
9.7,0.42,0.48,9.9,0.034,0.9958,2.86,0.29,10.1,4.9,112,0
6.8,0.13,0.17,1.4,0.048,0.9919,3.26,0.55,11.1,31.9,85,1
6.3,0.28,0.28,3.3,0.037,0.9898,3.16,0.38,12.7,27.6,136.3,1
6.4,0.2,0.74,11.9,0.047,0.9976,3.58,0.67,10.1,53.5,151.1,0
5.7,0.28,0.66,9,0.037,0.9967,3.67,0.55,10.8,23.2,163.5,0
7.5,0.25,0.29,9.4,0.05,0.9957,3.22,0.51,10.5,33.6,147.5,1
6.6,0.28,0.41,7,0.046,0.9955,3.14,0.48,9.5,50.3,165.1,0
6.9,0.2,0.6,0.9,0.147,0.9933,3.06,0.37,9,43.1,136.6,1
8.3,0.16,0.32,1.4,0.051,0.9939,3.13,0.58,9.6,16.8,94.5,0
6.7,0.28,0.25,2.2,0.02,0.9905,3.15,0.45,11.7,23.6,83.5,1
6,0.62,0.01,1.1,0.041,0.9937,3.3,0.39,9.3,27.4,82.5,0
7.8,0.43,0.24,11.3,0.034,0.9951,3.11,0.44,11.3,37,156.6,1
6.6,0.32,0.47,15.4,0.063,0.999,3.18,0.57,8.8,32,171,0
6.6,0.2,0.4,7.3,0.042,0.9931,3.22,0.43,11,54.1,99.7,1
8,0.18,0.5,5.3,0.05,0.9952,3.17,0.48,10.6,36.1,150.5,1
6,0.38,0.14,1.2,0.042,0.9911,3.07,0.52,10.6,57.4,190.3,0
7.2,0.22,0.4,2.3,0.033,0.991,3.26,0.56,12.3,26.8,103,1
8.1,0.21,0.31,2,0.046,0.9931,3.13,0.49,10.2,47.8,160.4,1
7.7,0.22,0.22,4.6,0.044,0.9929,2.99,0.29,11.6,31.2,146.5,1
5.9,0.39,0.26,2.5,0.038,0.9935,3.42,0.49,10.8,39.4,153.6,1
6.4,0.35,0.31,13.5,0.052,0.995,3.2,0.57,11,21.7,100.3,1
6.1,0.26,0.29,9.9,0.053,0.9939,3.23,0.37,11,60.3,130.7,1
8.6,0.27,0.36,1.2,0.033,0.9911,2.94,0.35,11.3,14.3,75.2,1
7.1,0.19,0.27,3.5,0.034,0.9931,2.92,0.77,11.5,14.9,76.5,1
6.1,0.28,0.52,6.2,0.029,0.9913,3.29,0.49,12,35.7,128.5,1
5.5,0.21,0.25,2.4,0.046,0.9952,3.66,0.7,10.1,55.5,176.6,1
6,0.23,0.21,3.8,0.038,0.9916,3.29,0.5,11.3,58.2,161.6,1
7.5,0.28,0.26,6.6,0.041,0.9944,3.14,0.46,10.8,30.6,161.2,0
6.9,0.41,0.26,5.4,0.043,0.9907,3.18,0.41,12.2,37.6,196.3,1
6.5,0.22,0.31,9.7,0.044,0.9961,3.17,0.52,9.5,37.8,137.6,1
7.2,0.41,0.29,1.7,0.034,0.9891,2.98,0.34,12.9,23.8,73.4,1
8.1,0.38,0.49,13.5,0.041,0.9988,3.11,0.53,9.4,51.4,142.2,0
4.9,0.26,0.22,2.3,0.041,0.991,3.69,0.6,11.7,33.8,126.6,1
7,0.33,0.2,2.2,0.044,0.9928,3.18,0.39,9.5,16.6,65.5,1
5.4,0.53,0.15,2.7,0.036,0.9882,3.21,0.54,13.2,39.6,135.4,1
6.5,0.33,0.12,1.2,0.049,0.9927,3.21,0.38,9.9,18.7,83.8,0
7.1,0.15,0.41,0.9,0.037,0.9916,3.27,0.45,10.9,26.5,106.9,1
6.7,0.19,0.28,8.5,0.049,0.995,3.22,0.55,10.6,58.4,199.4,1
6.6,0.23,0.33,7.5,0.039,0.9956,3.45,0.53,9.8,49.7,218.1,1
4.9,0.23,0.39,1.3,0.075,0.9909,3.3,0.4,10.2,48.7,123.8,1
6.7,0.12,0.28,8.5,0.045,0.9944,3.2,0.35,10.1,43.8,115.7,1
6.3,0.35,0.14,4.9,0.055,0.9945,3.22,0.49,9.5,25.5,121.5,0
6.2,0.3,0.26,4.2,0.056,0.9925,3.23,0.45,12.3,18.1,138.8,1
6.5,0.21,0.43,7.5,0.046,0.9959,3.23,0.45,9.1,51.5,193.1,0
7.8,0.48,0.5,7.1,0.044,0.9951,3.22,0.33,10,25.5,168.3,0
7.2,0.36,0.35,4.9,0.021,0.9903,3.08,0.5,12.7,43.3,126.9,1
6.1,0.23,0.34,7,0.052,0.9937,3.22,0.46,10.4,23,103.9,1
6.8,0.2,0.38,9.8,0.054,0.9955,2.97,0.56,10.7,36.8,105.1,1
7.2,0.2,0.29,1.9,0.059,0.9965,3.73,0.68,10.4,31.7,101.3,1
6.3,0.29,0.55,2.5,0.047,0.9924,3.31,0.56,10.8,51.3,196.2,1
5,0.35,0.13,1.6,0.036,0.9922,3.48,0.46,10.4,78,222,0
5.5,0.2,0.25,1.1,0.04,0.99,3.34,0.56,11.2,19.4,72.4,1
6.4,0.39,0.21,2.9,0.048,0.993,3.23,0.46,9.7,56.4,186,0
5.8,0.25,0.25,7.5,0.045,0.9947,3.37,0.57,10.6,21.3,124.1,1
7.1,0.32,0.3,7.6,0.025,0.9918,3.15,0.66,12.8,33.5,123.7,1
6.5,0.3,0.5,4.7,0.035,0.9944,3.13,0.45,9.8,30.8,114.1,1
6.4,0.35,0.31,4.2,0.062,0.9946,3.19,0.45,8.9,17.5,112.5,1
